name,pubtime,price
《Webmaster技术手册(第二版)》,2002-02,69.00
《Internet核心协议权威指南》,2002-02,59.00
《JSP设计》,2002-02,59.00
《Java Web服务》,2002-01,39.00
《UNIX操作系统（第四版）》,2002-01,25.00
《SQL技术手册》,2002-01,35.00
《Unix操作系统（第五版_影印版）》,2002-01,19.80
《.NET框架精髓》,2001-12,39.00
《Perl语言编程（第三版）》,2001-12,129.00
《Windows NT/2000 Internet服务器安全》,2001-12,29.00
《JAVA实例技术手册》,2001-11,69.00
《XML技术手册》,2001-11,59.00
《Java语言入门》,2001-11,79.00
《XML入门》,2001-11,42.00
《ASP设计》,2001-10,39.00
《Java技术手册（第三版）》,2001-10,79.00
《DCOM入门》,2001-10,55.00
《深入理解Linux内核》,2001-10,79.00
《Internet Email编程》,2001-10,39.00
《Web安全与电子商务》,2001-09,59.00
《C#精髓》,2001-08,29.00
《Java网络编程(第二版)》,2001-08,79.00
《UNIX系统编程──基于SVR4》,2001-07,66.00
《HTML与XHTML权威指南(第四版)》,2001-07,79.00
《JavaScript应用程序经典实例》,2001-07,59.00
《JavaScript权威指南(第三版)》,2001-07,85.00
《CSS权威指南》,2001-05,55.00
《CGI编程－使用Perl(第二版)》,2001-05,55.00
《ASP技术手册(第二版)》,2001-05,55.00
《Linux网络管理员指南（第二版）》,2001-05,59.00
《Python语言入门》,2001-04,55.00
《DELPHI技术手册》,2001-04,65.00
《Visual Basic Win32 API编程》,2001-04,65.00
《JAVA与XML》,2001-03,69.00
《Enterprise JAVABEANS（第二版）》,2001-03,69.00
《C/C++嵌入式系统编程》,2001-03,29.00
《高级Perl编程》,2001-02,69.00
《UNIX系统管理（第二版）》,2001-02,89.00
《WEB设计技术手册》,2001-02,59.00
《实战Samba》,2001-02,69.00
《Perl DBI编程》,2001-02,59.00
《Windows 2000 活动目录》,2001-01,79.00
《C++语言核心》,2000-12,29.00
《DNS与BIND（第三版）》,2000-11,59.00
《DNS－Windows NT版》,2000-11,39.00
《Windows NT TCP/IP 网络管理》,2000-11,49.00
《联网基础》,2000-08,45.00
《局域网络》,2000-08,45.00
《广域网络》,2000-08,45.00
《TCP/IP与网络体系结构》,2000-08,45.00
《因特网基础》,2000-08,45.00
《联网设备与概念》,2000-08,45.00
《进程与协议》,2000-08,45.00
《网络分析与设计》,2000-08,45.00
《Perl教程（win32版）》,2000-06,49.00
"《Apache 权威指南（第二版,影印版,含光盘）》",2000-05,59.00
"《sendmail（第二版,影印版,上、下卷)》",2000-05,118.00
《实用C语言编程（第三版）》,2000-05,49.00
《Linux设备驱动程序》,2000-04,59.00
《Linux权威指南（第三版）》,2000-03,69.00
《优化Web性能》,2000-01,49.00
《开源软件文集》,1999-12,35.00
《Cisco路由器管理》,1999-11,40.00
《TCP/IP网络管理（第二版）》,1999-11,59.00
《Perl语言入门（第二版）》,1999-11,49.00
《Java 语言与Java平台》,1999-07,10.00
《Internet 原理与实践（上、下卷）》,1999-07,74.00
